Ticker	Fund Name	Issuer	Segment	Analyst Pick	Grade	E	T	F	Ticker	Fund Name	Asset Class	Region	Geography	Category	Focus	Niche	Inverse	Leveraged	ETN	Underlying Index	Selection Criteria	Weighting Scheme	Active per SEC	Ticker	Fund name	Dividend yield	P/E	P/B	Duration		Credit quality	YTM		Ticker	Fund name	Issuer	Expense ratio %	AUM	Spread	Segment	Ticker	Fund Name	Legal Structure	MAX LT Capital Gains Rate	Max ST Capital Gains Rate	Tax Reporting
HEUS	iShares Currency Hedged MSCI Europe Small-Cap ETF	BlackRock	Equity: Developed Europe - Small Cap		--	--	--	--	HEUS	iShares Currency Hedged MSCI Europe Small-Cap ETF	Equity	Europe	Developed Europe	Size and Style	Small Cap	Broad-based	No	No	No	MSCI Europe Small Cap 100% Hedged to USD Index	Market Cap	Market Cap	No	HEUS	iShares Currency Hedged MSCI Europe Small-Cap ETF	10.76%	50.74	1.17		--	--    	--		HEUS	iShares Currency Hedged MSCI Europe Small-Cap ETF	BlackRock	0.43%	$1.25M	0.88%	Equity: Developed Europe - Small Cap	HEUS	iShares Currency Hedged MSCI Europe Small-Cap ETF	Open-Ended Fund	20.00	39.60	1099
HEUV	iShares Edge MSCI Min Vol Europe Currency Hedged ETF	BlackRock	Equity: Developed Europe - Total Market		--	--	--	--	HEUV	iShares Edge MSCI Min Vol Europe Currency Hedged ETF	Equity	Europe	Developed Europe	Size and Style	Total Market	Broad-based	No	No	No	MSCI Europe Minimum Volatility (USD) 100% Hedged to USD Index	Multi-Factor	Multi-Factor	No	HEUV	iShares Edge MSCI Min Vol Europe Currency Hedged ETF	12.65%	20.20	2.38		--	--    	--		HEUV	iShares Edge MSCI Min Vol Europe Currency Hedged ETF	BlackRock	0.28%	$3.39M	0.57%	Equity: Developed Europe - Total Market	HEUV	iShares Edge MSCI Min Vol Europe Currency Hedged ETF	Open-Ended Fund	20.00	39.60	1099
HEVY	iPath Pure Beta Industrial Metals ETN	Barclays Capital	Commodities: Industrial Metals		D	71	59	90	HEVY	iPath Pure Beta Industrial Metals ETN	Commodities	Global	Global	Industrial Metals	Broad Market	Optimized	No	No	Yes	Barclays Commodity Index Industrial Metals Pure Beta TR	Liquidity	Liquidity	No	HEVY	iPath Pure Beta Industrial Metals ETN	0.00%	--	--		--	--    	--		HEVY	iPath Pure Beta Industrial Metals ETN	Barclays Capital	0.85%	$505.90K	0.39%	Commodities: Industrial Metals	HEVY	iPath Pure Beta Industrial Metals ETN	Exchange-Traded Note	20.00	39.60	1099
HEWC	iShares Currency Hedged MSCI Canada ETF	BlackRock	Equity: Canada - Total Market		--	--	--	--	HEWC	iShares Currency Hedged MSCI Canada ETF	Equity	North America	Canada	Size and Style	Total Market	Broad-based	No	No	No	MSCI Canada 100% Hedged to USD Index	Market Cap	Market Cap	No	HEWC	iShares Currency Hedged MSCI Canada ETF	1.82%	37.47	1.98		--	--    	--		HEWC	iShares Currency Hedged MSCI Canada ETF	BlackRock	0.51%	$2.50M	0.19%	Equity: Canada - Total Market	HEWC	iShares Currency Hedged MSCI Canada ETF	Open-Ended Fund	20.00	39.60	1099
HEWG	iShares Currency Hedged MSCI Germany ETF	BlackRock	Equity: Germany - Total Market		D	58	78	51	HEWG	iShares Currency Hedged MSCI Germany ETF	Equity	Europe	Germany	Size and Style	Total Market	Broad-based	No	No	No	MSCI Germany 100% Hedged to USD	Market Cap	Market Cap	No	HEWG	iShares Currency Hedged MSCI Germany ETF	2.08%	17.73	1.71		--	--    	--		HEWG	iShares Currency Hedged MSCI Germany ETF	BlackRock	0.53%	$515.74M	0.04%	Equity: Germany - Total Market	HEWG	iShares Currency Hedged MSCI Germany ETF	Open-Ended Fund	20.00	39.60	1099
HEWI	iShares Currency Hedged MSCI Italy ETF	BlackRock	Equity: Italy - Total Market		--	--	--	--	HEWI	iShares Currency Hedged MSCI Italy ETF	Equity	Europe	Italy	Size and Style	Total Market	Broad-based	No	No	No	MSCI Italy 25/50 100% Hedged to USD Index	Market Cap	Market Cap	No	HEWI	iShares Currency Hedged MSCI Italy ETF	33.91%	51.71	0.93		--	--    	--		HEWI	iShares Currency Hedged MSCI Italy ETF	BlackRock	0.48%	$6.85M	0.19%	Equity: Italy - Total Market	HEWI	iShares Currency Hedged MSCI Italy ETF	Open-Ended Fund	20.00	39.60	1099
HEWJ	iShares Currency Hedged MSCI Japan ETF	BlackRock	Equity: Japan - Total Market		D	60	95	40	HEWJ	iShares Currency Hedged MSCI Japan ETF	Equity	Asia-Pacific	Japan	Size and Style	Total Market	Broad-based	No	No	No	MSCI Japan 100% Hedged to USD	Market Cap	Market Cap	No	HEWJ	iShares Currency Hedged MSCI Japan ETF	1.83%	18.23	1.37		--	--    	--		HEWJ	iShares Currency Hedged MSCI Japan ETF	BlackRock	0.49%	$883.65M	0.04%	Equity: Japan - Total Market	HEWJ	iShares Currency Hedged MSCI Japan ETF	Open-Ended Fund	20.00	39.60	1099
HEWL	iShares Currency Hedged MSCI Switzerland ETF	BlackRock	Equity: Switzerland - Total Market		--	--	--	--	HEWL	iShares Currency Hedged MSCI Switzerland ETF	Equity	Europe	Switzerland	Size and Style	Total Market	Broad-based	No	No	No	MSCI Switzerland 25/50 100% Hedged to USD Index	Market Cap	Market Cap	No	HEWL	iShares Currency Hedged MSCI Switzerland ETF	3.53%	26.14	2.37		--	--    	--		HEWL	iShares Currency Hedged MSCI Switzerland ETF	BlackRock	0.51%	$2.42M	0.16%	Equity: Switzerland - Total Market	HEWL	iShares Currency Hedged MSCI Switzerland ETF	Open-Ended Fund	20.00	39.60	1099
HEWP	iShares Currency Hedged MSCI Spain ETF	BlackRock	Equity: Spain - Total Market		--	--	--	--	HEWP	iShares Currency Hedged MSCI Spain ETF	Equity	Europe	Spain	Size and Style	Total Market	Broad-based	No	No	No	MSCI Spain 25/50 100% Hedged to USD Index	Market Cap	Market Cap	No	HEWP	iShares Currency Hedged MSCI Spain ETF	4.64%	16.60	1.13		--	--    	--		HEWP	iShares Currency Hedged MSCI Spain ETF	BlackRock	0.51%	$49.95M	0.14%	Equity: Spain - Total Market	HEWP	iShares Currency Hedged MSCI Spain ETF	Open-Ended Fund	20.00	39.60	1099
HEWU	iShares Currency Hedged MSCI United Kingdom ETF	BlackRock	Equity: U.K. - Total Market		--	--	--	--	HEWU	iShares Currency Hedged MSCI United Kingdom ETF	Equity	Europe	U.K.	Size and Style	Total Market	Broad-based	No	No	No	MSCI United Kingdom 100% Hedged to USD Index	Market Cap	Market Cap	No	HEWU	iShares Currency Hedged MSCI United Kingdom ETF	16.92%	50.28	1.80		--	--    	--		HEWU	iShares Currency Hedged MSCI United Kingdom ETF	BlackRock	0.49%	$64.76M	0.14%	Equity: U.K. - Total Market	HEWU	iShares Currency Hedged MSCI United Kingdom ETF	Open-Ended Fund	20.00	39.60	1099
HEWW	iShares Currency Hedged MSCI Mexico ETF	BlackRock	Equity: Mexico - Total Market		--	--	--	--	HEWW	iShares Currency Hedged MSCI Mexico ETF	Equity	Latin America	Mexico	Size and Style	Total Market	Broad-based	No	No	No	MSCI Mexico Investable Market Index (IMI) 25/50 100% Hedged to USD	Market Cap	Market Cap	No	HEWW	iShares Currency Hedged MSCI Mexico ETF	13.85%	18.60	2.13		--	--    	--		HEWW	iShares Currency Hedged MSCI Mexico ETF	BlackRock	0.51%	$2.02M	0.52%	Equity: Mexico - Total Market	HEWW	iShares Currency Hedged MSCI Mexico ETF	Open-Ended Fund	20.00	39.60	1099
HEWY	iShares Currency Hedged MSCI South Korea ETF	BlackRock	Equity: South Korea - Total Market		--	--	--	--	HEWY	iShares Currency Hedged MSCI South Korea ETF	Equity	Asia-Pacific	South Korea	Size and Style	Total Market	Broad-based	No	No	No	MSCI South Korea 25/50 100% Hedged to USD Index	Market Cap	Market Cap	No	HEWY	iShares Currency Hedged MSCI South Korea ETF	4.45%	12.24	0.97		--	--    	--		HEWY	iShares Currency Hedged MSCI South Korea ETF	BlackRock	0.64%	$8.68M	0.40%	Equity: South Korea - Total Market	HEWY	iShares Currency Hedged MSCI South Korea ETF	Open-Ended Fund	20.00	39.60	1099
HEZU	iShares Currency Hedged MSCI Eurozone ETF	BlackRock	Equity: Developed Europe - Total Market		D	59	88	39	HEZU	iShares Currency Hedged MSCI Eurozone ETF	Equity	Europe	Developed Europe	Size and Style	Total Market	Broad-based	No	No	No	MSCI EMU 100% Hedged to USD Index	Market Cap	Market Cap	No	HEZU	iShares Currency Hedged MSCI Eurozone ETF	3.07%	19.12	1.50		--	--    	--		HEZU	iShares Currency Hedged MSCI Eurozone ETF	BlackRock	0.51%	$1.15B	0.04%	Equity: Developed Europe - Total Market	HEZU	iShares Currency Hedged MSCI Eurozone ETF	Open-Ended Fund	20.00	39.60	1099
HFEZ	SPDR EURO STOXX 50 Currency Hedged ETF	State Street Global Advisors	Equity: Developed Europe - Large Cap		--	--	--	--	HFEZ	SPDR EURO STOXX 50 Currency Hedged ETF	Equity	Europe	Developed Europe	Size and Style	Large Cap	Broad-based	No	No	No	EURO STOXX 50 Hedged USD Index	Market Cap	Market Cap	No	HFEZ	SPDR EURO STOXX 50 Currency Hedged ETF	2.24%	18.45	1.47		--	--    	--		HFEZ	SPDR EURO STOXX 50 Currency Hedged ETF	State Street Global Advisors	0.31%	$19.79M	0.35%	Equity: Developed Europe - Large Cap	HFEZ	SPDR EURO STOXX 50 Currency Hedged ETF	Open-Ended Fund	20.00	39.60	1099
HFXE	IQ 50 Percent Hedged FTSE Europe ETF	IndexIQ	Equity: Developed Europe - Total Market		--	--	--	--	HFXE	IQ 50 Percent Hedged FTSE Europe ETF	Equity	Europe	Developed Europe	Size and Style	Total Market	Broad-based	No	No	No	FTSE Europe 50% Hedged to USD Index	Market Cap	Market Cap	No	HFXE	IQ 50 Percent Hedged FTSE Europe ETF	7.93%	24.46	1.73		--	--    	--		HFXE	IQ 50 Percent Hedged FTSE Europe ETF	IndexIQ	0.46%	$28.78M	0.74%	Equity: Developed Europe - Total Market	HFXE	IQ 50 Percent Hedged FTSE Europe ETF	Open-Ended Fund	20.00	39.60	1099
HFXI	IQ 50 Percent Hedged FTSE International ETF	IndexIQ	Equity: Developed Markets Ex-U.S. - Total Market		--	--	--	--	HFXI	IQ 50 Percent Hedged FTSE International ETF	Equity	Developed Markets	Developed Markets Ex-U.S.	Size and Style	Total Market	Broad-based	No	No	No	FTSE Developed ex North America 50% Hedged to USD Index	Market Cap	Market Cap	No	HFXI	IQ 50 Percent Hedged FTSE International ETF	3.40%	21.12	1.56		--	--    	--		HFXI	IQ 50 Percent Hedged FTSE International ETF	IndexIQ	0.36%	$168.50M	0.59%	Equity: Developed Markets Ex-U.S. - Total Market	HFXI	IQ 50 Percent Hedged FTSE International ETF	Open-Ended Fund	20.00	39.60	1099
HFXJ	IQ 50 Percent Hedged FTSE Japan ETF	IndexIQ	Equity: Japan - Total Market		--	--	--	--	HFXJ	IQ 50 Percent Hedged FTSE Japan ETF	Equity	Asia-Pacific	Japan	Size and Style	Total Market	Broad-based	No	No	No	FTSE Japan 50% Hedged to USD Index	Market Cap	Market Cap	No	HFXJ	IQ 50 Percent Hedged FTSE Japan ETF	2.25%	18.71	1.36		--	--    	--		HFXJ	IQ 50 Percent Hedged FTSE Japan ETF	IndexIQ	0.46%	$27.26M	0.95%	Equity: Japan - Total Market	HFXJ	IQ 50 Percent Hedged FTSE Japan ETF	Open-Ended Fund	20.00	39.60	1099
HGEU	ProShares Hedged FTSE Europe ETF	ProShares	Equity: Developed Europe - Total Market		--	--	--	--	HGEU	ProShares Hedged FTSE Europe ETF	Equity	Europe	Developed Europe	Size and Style	Total Market	Broad-based	No	No	No	FTSE Developed Europe 100% Hedged to USD Index	Market Cap	Market Cap	No	HGEU	ProShares Hedged FTSE Europe ETF	4.67%	24.57	1.73		--	--    	--		HGEU	ProShares Hedged FTSE Europe ETF	ProShares	0.27%	$3.85M	0.50%	Equity: Developed Europe - Total Market	HGEU	ProShares Hedged FTSE Europe ETF	Open-Ended Fund	20.00	39.60	1099
HGI	Guggenheim International Multi-Asset Income ETF	Guggenheim	Asset Allocation: Target Outcome		--	--	--	--	HGI	Guggenheim International Multi-Asset Income ETF	Asset Allocation	Global	Global	Asset Allocation	Target Outcome	Income	No	No	No	Zacks International Multi-Asset Income Index	Multi-Factor	Multi-Factor	No	HGI	Guggenheim International Multi-Asset Income ETF	3.43%	--	--		--	--    	--		HGI	Guggenheim International Multi-Asset Income ETF	Guggenheim	0.84%	$15.50M	0.63%	Asset Allocation: Target Outcome	HGI	Guggenheim International Multi-Asset Income ETF	Open-Ended Fund	20.00	39.60	1099
HGJP	ProShares Hedged FTSE Japan ETF	ProShares	Equity: Japan - Total Market		--	--	--	--	HGJP	ProShares Hedged FTSE Japan ETF	Equity	Asia-Pacific	Japan	Size and Style	Total Market	Broad-based	No	No	No	FTSE Japan 100% Hedged to USD Index	Market Cap	Market Cap	No	HGJP	ProShares Hedged FTSE Japan ETF	23.03%	18.75	1.36		--	--    	--		HGJP	ProShares Hedged FTSE Japan ETF	ProShares	0.23%	$3.61M	0.67%	Equity: Japan - Total Market	HGJP	ProShares Hedged FTSE Japan ETF	Open-Ended Fund	20.00	39.60	1099
HGSD	WisdomTree Global Hedged SmallCap Dividend Fund	WisdomTree	Equity: Global - Small Cap		F	60	39	42	HGSD	WisdomTree Global Hedged SmallCap Dividend Fund	Equity	Global	Global	Size and Style	Small Cap	Broad-based	No	No	No	WisdomTree Global Hedged SmallCap Dividend Index	Dividends	Dividend	No	HGSD	WisdomTree Global Hedged SmallCap Dividend Fund	2.88%	21.43	1.64		--	--    	--		HGSD	WisdomTree Global Hedged SmallCap Dividend Fund	WisdomTree	0.43%	$23.99M	0.22%	Equity: Global - Small Cap	HGSD	WisdomTree Global Hedged SmallCap Dividend Fund	Open-Ended Fund	20.00	39.60	1099
HHYX	iShares Currency Hedged International High Yield Bond ETF	BlackRock	Fixed Income: Developed Markets Ex-U.S. - Corporate High Yield		F	51	18	--	HHYX	iShares Currency Hedged International High Yield Bond ETF	Fixed Income	Developed Markets	Developed Markets Ex-U.S.	Corporate	High Yield	Broad Maturities	No	No	No	Markit iBoxx Global Developed Markets ex-US High Yield (USD Hedged) Index	Developed Mkt. Currencies	Market Value	No	HHYX	iShares Currency Hedged International High Yield Bond ETF	1.76%	--	--		--	B+	--		HHYX	iShares Currency Hedged International High Yield Bond ETF	BlackRock	0.42%	$1.31M	0.91%	Fixed Income: Developed Markets Ex-U.S. - Corporate High Yield	HHYX	iShares Currency Hedged International High Yield Bond ETF	Open-Ended Fund	20.00	39.60	1099
HILO	Columbia EM Quality Dividend ETF	Columbia	Equity: Emerging Markets - High Dividend Yield		F	62	38	55	HILO	Columbia EM Quality Dividend ETF	Equity	Emerging Markets	Emerging Markets	High Dividend Yield	High Dividend Yield	Broad-based	No	No	No	Beta Advantage Emerging Markets Quality Dividend Index	Multi-Factor	Equal	No	HILO	Columbia EM Quality Dividend ETF	2.66%	15.73	2.38		--	--    	--		HILO	Columbia EM Quality Dividend ETF	Columbia	0.85%	$12.30M	0.66%	Equity: Emerging Markets - High Dividend Yield	HILO	Columbia EM Quality Dividend ETF	Open-Ended Fund	20.00	39.60	1099
HIPS	Master Income ETF	Exchange Traded Concepts	Asset Allocation: Target Outcome		--	--	--	--	HIPS	Master Income ETF	Asset Allocation	Global	Global	Asset Allocation	Target Outcome	Income	No	No	No	TFMS HIPS 300 Index	Proprietary	Market Cap	No	HIPS	Master Income ETF	7.06%	--	--		--	--    	--		HIPS	Master Income ETF	Exchange Traded Concepts	1.43%	$8.19M	0.61%	Asset Allocation: Target Outcome	HIPS	Master Income ETF	Open-Ended Fund	20.00	39.60	1099
HJPX	iShares Currency Hedged JPX-Nikkei 400 ETF	BlackRock	Equity: Japan - Total Market		F	51	15	40	HJPX	iShares Currency Hedged JPX-Nikkei 400 ETF	Equity	Asia-Pacific	Japan	Size and Style	Total Market	Broad-based	No	No	No	JPX-Nikkei 400 Net Total Return USD Hedged Index	Fundamental	Market Cap	No	HJPX	iShares Currency Hedged JPX-Nikkei 400 ETF	1.94%	16.71	1.39		--	--    	--		HJPX	iShares Currency Hedged JPX-Nikkei 400 ETF	BlackRock	0.49%	$2.58M	1.58%	Equity: Japan - Total Market	HJPX	iShares Currency Hedged JPX-Nikkei 400 ETF	Open-Ended Fund	20.00	39.60	1099
HOLD	AdvisorShares Sage Core Reserves ETF	AdvisorShares	Fixed Income: U.S. - Broad Market Investment Grade Short-Term		C	81	57	0	HOLD	AdvisorShares Sage Core Reserves ETF	Fixed Income	North America	U.S.	Broad Market	Investment Grade	Short-Term	No	No	No	--	Proprietary	Proprietary	Yes	HOLD	AdvisorShares Sage Core Reserves ETF	0.97%	--	--		0.53	A-	1.32%		HOLD	AdvisorShares Sage Core Reserves ETF	AdvisorShares	0.37%	$86.95M	0.20%	Fixed Income: U.S. - Broad Market Investment Grade Short-Term	HOLD	AdvisorShares Sage Core Reserves ETF	Open-Ended Fund	20.00	39.60	1099
HOML	ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN	UBS	Leveraged Equity: U.S. Homebuilding		--	--	--	--	HOML	ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN	Equity	North America	U.S.	Sector	Consumer Cyclicals	Homebuilding	No	Yes	Yes	ISE Exclusively Homebuilders Total Return Index	Market Cap	Tiered	No	HOML	ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN	--	--	--		--	--    	--		HOML	ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN	UBS	1.65%	$23.53M	0.81%	Leveraged Equity: U.S. Homebuilding	HOML	ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN	Exchange-Traded Note	20.00	39.60	1099
HSCZ	iShares Currency Hedged MSCI EAFE Small-Cap ETF	BlackRock	Equity: Developed Markets Ex-U.S. - Small Cap		--	--	--	--	HSCZ	iShares Currency Hedged MSCI EAFE Small-Cap ETF	Equity	Developed Markets	Developed Markets Ex-U.S.	Size and Style	Small Cap	Broad-based	No	No	No	MSCI EAFE Small-Cap 100% Hedged to USD Index	Market Cap	Market Cap	No	HSCZ	iShares Currency Hedged MSCI EAFE Small-Cap ETF	2.52%	22.51	1.52		--	--    	--		HSCZ	iShares Currency Hedged MSCI EAFE Small-Cap ETF	BlackRock	0.43%	$9.09M	0.15%	Equity: Developed Markets Ex-U.S. - Small Cap	HSCZ	iShares Currency Hedged MSCI EAFE Small-Cap ETF	Open-Ended Fund	20.00	39.60	1099
HSPX	Horizons S&P 500 Covered Call ETF	Exchange Traded Concepts	Equity: U.S. - Large Cap		D	69	64	85	HSPX	Horizons S&P 500 Covered Call ETF	Equity	North America	U.S.	Size and Style	Large Cap	Broad-based	No	No	No	S&P 500 Stock Covered Call Index	Fixed	Technical	No	HSPX	Horizons S&P 500 Covered Call ETF	3.19%	24.17	2.82		--	--    	--		HSPX	Horizons S&P 500 Covered Call ETF	Exchange Traded Concepts	0.65%	$60.93M	0.29%	Equity: U.S. - Large Cap	HSPX	Horizons S&P 500 Covered Call ETF	Open-Ended Fund	20.00	39.60	1099
HTUS	Hull Tactical US ETF	Exchange Traded Concepts	Alternatives: Absolute Returns		C	73	74	--	HTUS	Hull Tactical US ETF	Alternatives	North America	U.S.	Absolute Returns	Global Macro	Tactical Asset Allocation	No	No	No	--	Proprietary	Proprietary	Yes	HTUS	Hull Tactical US ETF	2.95%	--	--		--	--    	--		HTUS	Hull Tactical US ETF	Exchange Traded Concepts	0.91%	$96.17M	0.13%	Alternatives: Absolute Returns	HTUS	Hull Tactical US ETF	Open-Ended Fund	20.00	39.60	1099
HUSE	US Market Rotation Strategy ETF	Strategy Shares	Equity: U.S. - Total Market		D	60	60	66	HUSE	US Market Rotation Strategy ETF	Equity	North America	U.S.	Size and Style	Total Market	Broad-based	No	No	No	--	Proprietary	Proprietary	Yes	HUSE	US Market Rotation Strategy ETF	10.55%	-38.34	2.22		--	--    	--		HUSE	US Market Rotation Strategy ETF	Strategy Shares	1.07%	$4.70M	0.36%	Equity: U.S. - Total Market	HUSE	US Market Rotation Strategy ETF	Open-Ended Fund	20.00	39.60	1099
HUSV	First Trust Horizon Managed Volatility Domestic ETF	First Trust	Equity: U.S. - Large Cap		--	--	--	--	HUSV	First Trust Horizon Managed Volatility Domestic ETF	Equity	North America	U.S.	Size and Style	Large Cap	Broad-based	No	No	No	--	Proprietary	Proprietary	Yes	HUSV	First Trust Horizon Managed Volatility Domestic ETF	--	22.29	3.55		--	--    	--		HUSV	First Trust Horizon Managed Volatility Domestic ETF	First Trust	0.70%	$57.36M	0.23%	Equity: U.S. - Large Cap	HUSV	First Trust Horizon Managed Volatility Domestic ETF	Open-Ended Fund	20.00	39.60	1099
HVPW	US Equity High Volatility Put Write Index Fund	ALPS	Equity: U.S. - Large Cap		--	--	--	--	HVPW	US Equity High Volatility Put Write Index Fund	Equity	North America	U.S.	Size and Style	Large Cap	Broad-based	No	No	No	NYSE Arca U.S. Equity High Volatility Put Write Index	Volatility	Multi-Factor	No	HVPW	US Equity High Volatility Put Write Index Fund	9.16%	--	--		--	--    	--		HVPW	US Equity High Volatility Put Write Index Fund	ALPS	0.95%	$31.26M	0.40%	Equity: U.S. - Large Cap	HVPW	US Equity High Volatility Put Write Index Fund	Open-Ended Fund	20.00	39.60	1099
HYD	VanEck Vectors High-Yield Municipal Index ETF	Van Eck	Fixed Income: U.S. - Municipals High Yield		C	77	73	59	HYD	VanEck Vectors High-Yield Municipal Index ETF	Fixed Income	North America	U.S.	Municipals	High Yield	Broad Maturities	No	No	No	Bloomberg Barclays Municipal Custom High Yield Composite Index	Market Value	Market Value	No	HYD	VanEck Vectors High-Yield Municipal Index ETF	4.52%	--	--		7.37	B+	5.07%		HYD	VanEck Vectors High-Yield Municipal Index ETF	Van Eck	0.35%	$1.72B	0.08%	Fixed Income: U.S. - Municipals High Yield	HYD	VanEck Vectors High-Yield Municipal Index ETF	Open-Ended Fund	20.00	39.60	1099
HYDD	Direxion Daily High Yield Bear 2X Shares	Direxion	Inverse Fixed Income: U.S. - Corporate High Yield		--	--	--	--	HYDD	Direxion Daily High Yield Bear 2X Shares	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	Yes	No	No	Barclays U.S. High Yield Very Liquid Index	Market Value	Market Value	No	HYDD	Direxion Daily High Yield Bear 2X Shares	--	--	--		--	--    	--		HYDD	Direxion Daily High Yield Bear 2X Shares	Direxion	0.82%	$5.18M	0.10%	Inverse Fixed Income: U.S. - Corporate High Yield	HYDD	Direxion Daily High Yield Bear 2X Shares	Open-Ended Fund	20.00	39.60	1099
HYEM	VanEck Vectors Emerging Markets High Yield Bond ETF	Van Eck	Fixed Income: Emerging Markets - Corporate High Yield		C	78	68	0	HYEM	VanEck Vectors Emerging Markets High Yield Bond ETF	Fixed Income	Emerging Markets	Emerging Markets	Corporate	High Yield	Broad Maturities	No	No	No	BofA Merrill Lynch Diversified High Yield US Emerging Markets Liquid Corporate Plus Index	U.S. Dollar-Denominated	Market Value	No	HYEM	VanEck Vectors Emerging Markets High Yield Bond ETF	6.20%	--	--		3.57	B	7.33%		HYEM	VanEck Vectors Emerging Markets High Yield Bond ETF	Van Eck	0.40%	$325.41M	0.25%	Fixed Income: Emerging Markets - Corporate High Yield	HYEM	VanEck Vectors Emerging Markets High Yield Bond ETF	Open-Ended Fund	20.00	39.60	1099
HYG	iShares iBoxx $ High Yield Corporate Bond ETF	BlackRock	Fixed Income: U.S. - Corporate High Yield		B	80	94	68	HYG	iShares iBoxx $ High Yield Corporate Bond ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	Markit iBoxx $ Liquid High Yield Index	Market Value	Market Value	No	HYG	iShares iBoxx $ High Yield Corporate Bond ETF	5.24%	--	--		3.94	B	6.15%		HYG	iShares iBoxx $ High Yield Corporate Bond ETF	BlackRock	0.50%	$19.52B	0.01%	Fixed Income: U.S. - Corporate High Yield	HYG	iShares iBoxx $ High Yield Corporate Bond ETF	Open-Ended Fund	20.00	39.60	1099
HYGH	iShares Interest Rate Hedged High Yield Bond ETF	BlackRock	Fixed Income: U.S. - Corporate High Yield		C	75	89	0	HYGH	iShares Interest Rate Hedged High Yield Bond ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	--	Proprietary	Proprietary	Yes	HYGH	iShares Interest Rate Hedged High Yield Bond ETF	4.57%	--	--		--	B	--		HYGH	iShares Interest Rate Hedged High Yield Bond ETF	BlackRock	0.54%	$207.14M	0.09%	Fixed Income: U.S. - Corporate High Yield	HYGH	iShares Interest Rate Hedged High Yield Bond ETF	Open-Ended Fund	20.00	39.60	1099
HYHG	ProShares High Yield-Interest Rate Hedged ETF	ProShares	Fixed Income: U.S. - Corporate High Yield		D	71	64	43	HYHG	ProShares High Yield-Interest Rate Hedged ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	Citi High Yield (Treasury Rate-Hedged) Index	Market Value	Market Value	No	HYHG	ProShares High Yield-Interest Rate Hedged ETF	5.36%	--	--		-0.65	B	6.55%		HYHG	ProShares High Yield-Interest Rate Hedged ETF	ProShares	0.50%	$103.08M	0.55%	Fixed Income: U.S. - Corporate High Yield	HYHG	ProShares High Yield-Interest Rate Hedged ETF	Open-Ended Fund	20.00	39.60	1099
HYIH	Deutsche X-trackers High Yield Corporate Bond - Interest Rate Hedged ETF	Deutsche Bank	Fixed Income: U.S. - Corporate High Yield		D	73	40	--	HYIH	Deutsche X-trackers High Yield Corporate Bond - Interest Rate Hedged ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	Solactive High Yield Corporate Bond - Interest Rate Hedged Index	Market Value	Market Value	No	HYIH	Deutsche X-trackers High Yield Corporate Bond - Interest Rate Hedged ETF	5.31%	--	--		-0.77	B	5.59%		HYIH	Deutsche X-trackers High Yield Corporate Bond - Interest Rate Hedged ETF	Deutsche Bank	0.35%	$9.39M	0.65%	Fixed Income: U.S. - Corporate High Yield	HYIH	Deutsche X-trackers High Yield Corporate Bond - Interest Rate Hedged ETF	Open-Ended Fund	20.00	39.60	1099
HYLB	Deutsche X-trackers USD High Yield Corporate Bond ETF	Deutsche Bank	Fixed Income: U.S. - Corporate High Yield		--	--	--	--	HYLB	Deutsche X-trackers USD High Yield Corporate Bond ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	Solactive USD High Yield Corporates Total Market Index	Market Value	Market Value	No	HYLB	Deutsche X-trackers USD High Yield Corporate Bond ETF	--	--	--		--	--    	--		HYLB	Deutsche X-trackers USD High Yield Corporate Bond ETF	Deutsche Bank	0.25%	$137.53M	0.13%	Fixed Income: U.S. - Corporate High Yield	HYLB	Deutsche X-trackers USD High Yield Corporate Bond ETF	Open-Ended Fund	20.00	39.60	1099
HYLD	AdvisorShares Peritus High Yield ETF	AdvisorShares	Fixed Income: U.S. - Corporate High Yield		D	65	70	0	HYLD	AdvisorShares Peritus High Yield ETF	Fixed Income	North America	U.S.	Corporate	High Yield	Broad Maturities	No	No	No	--	Proprietary	Proprietary	Yes	HYLD	AdvisorShares Peritus High Yield ETF	6.41%	--	--		3.69	B-	10.13%		HYLD	AdvisorShares Peritus High Yield ETF	AdvisorShares	1.28%	$199.44M	0.20%	Fixed Income: U.S. - Corporate High Yield	HYLD	AdvisorShares Peritus High Yield ETF	Open-Ended Fund	20.00	39.60	1099
